AgenteCausale,DescrAgenteCausale,Gruppo,DescrGruppo,GrandeGruppo,DescrGrandeGruppo,,
33120012,Dyphyllobothrium latum,3,PARASSITI,4,AGENTI BIOLOGICI,,
33140033,Echinococcus multilocularis sibiricensis,ND,Ancora da determinare,ND,Ancora da determinare,,
33140043,Echinococcus vogeli,ND,Ancora da determinare,ND,Ancora da determinare,,
33140099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
33180099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
33190099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
33230012,Necator americanus,ND,Ancora da determinare,ND,Ancora da determinare,,
33230099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
33260099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
33270022,Plasmodium  malariae,ND,Ancora da determinare,ND,Ancora da determinare,,
33290032,Schistosoma japonicum,3,PARASSITI,4,AGENTI BIOLOGICI,,
33310023,Taenia solium,3,PARASSITI,4,AGENTI BIOLOGICI,,
33340012,Trichinella spiralis,3,PARASSITI,4,AGENTI BIOLOGICI,,
33350012,Trichuri trichiura,3,PARASSITI,4,AGENTI BIOLOGICI,,
33370012,Wuchereria bancrofti,3,PARASSITI,4,AGENTI BIOLOGICI,,
34060012,Emmonsia parva var,,,,,,
34060022,Emmonsia parva var,,,,,,
34080012,Fonsecaea compacta,4,FUNGHI,4,AGENTI BIOLOGICI,,
34080099,altro,4,FUNGHI,4,AGENTI BIOLOGICI,,
37011107,Ornitonyssus,7,ANIMALI,,,,
37011109,Pyemotes,7,ANIMALI,,,,
37011110,Pediculoides ventricosus,7,ANIMALI,,,,
37011114,Dermatophgoydes farinae,7,ANIMALI,,,,
37020007,Lana,7,ANIMALI,,,,
38001499,altro,8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
40100099,Altre posizioni non fisiologiche di lavoro,1,POSIZIONI DA LAVORO,5,FATTORI FISIOLOGICI,,
40300002,Utilizzo di strumenti (troppo pesanti) con movimenti molto veloci,3,LAVORO VELOCE,5,FATTORI FISIOLOGICI,,
40300099,Altri,3,LAVORO VELOCE,5,FATTORI FISIOLOGICI,,
40400002,Spostamenti per lunghe distanze,4,MOVIMENTI DIVERSI,5,FATTORI FISIOLOGICI,,
40600002,Sollevamento di carichi pesanti con torsione,6,SOLLEVAMENTO DI UN CARICO,5,FATTORI FISIOLOGICI,,
50100099,Altro,1,RITMO DI LAVORO,6,FATTORI PSICOLOGICI,,
50200007,Lavoro part-time,2,ORGANIZZAZIONE DELLE ORE DI LAVORO,6,FATTORI PSICOLOGICI,,
50500001,Lavoro di coordinamento,5,TIPO (QUALIT·) DEL LAVORO,6,FATTORI PSICOLOGICI,,
50500003,Lavoro complesso,5,TIPO (QUALIT·) DEL LAVORO,6,FATTORI PSICOLOGICI,,
50900099,Altro,9,RISCHI,6,FATTORI PSICOLOGICI,,
60110201,Acciaio inossidabile,1,POLVERI,7,FATTORI,,
60110203,Leghe leggere (alluminio,,,,,,
60110399,altri,1,POLVERI,7,FATTORI,,
60110401,Silice cristallizzzata quarzo,1,POLVERI,7,FATTORI,,
60110408,Feldpsato,1,POLVERI,7,FATTORI,,
60110601,Esplosivi,1,POLVERI,7,FATTORI,,
60110801,Scarto di polvere inorganica,1,POLVERI,7,FATTORI,,
60120101,Nerofumo di gas,1,POLVERI,7,FATTORI,,
60202013,Polvere di fibre sintetiche,2,FIBRE,7,FATTORI,,
60301199,altri,3,GAS,7,FATTORI,,
60401005,Processo per acciaio inossidabile,4,FUMI,7,FATTORI,,
60401099,altri,4,FUMI,7,FATTORI,,
60403002,Fumo di tabacco,4,FUMI,7,FATTORI,,
60501001,Vapori o liquidi organici,5,VAPORI O LIQUIDI,7,FATTORI,,
60602199,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60604012,Resine viniliche,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605108,Termoplastiche poliolefiniche,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605207,Plastiche termoindurenti in poliestere non saturo,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605303,Scarto dei prodotti della vulcanizzazione della gomma,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60606002,Tinture per tessuti,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60606099,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607009,Coloranti carotenoidei,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60608002,Pigmenti metallici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610299,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610401,Gas naturale,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60612003,Bitume,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60612004,Pece,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60612005,Creosoto,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60612008,Sottoprodotti della distillazione del carbone,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60613001,Agenti per l'imbianchimento,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614018,Miorilassanti per i muscoli periferici e inibitori della colinesterasi,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614019,Ossitocine e antiossitocine,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610101,Diesel,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610103,Olio combustibile,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610501,Gasolio liquido,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60611103,Oli da taglio,,,,,,
60612007,Paraffina grezza,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614003,Analgesici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614009,Farmaci usati in ematologia,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614012,Farmaci usati in gastroenterologia,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60617003,Soluzioni per impiallacciature (o depositi),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60618102,Coloranti (cosmetici),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620199,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620203,Insetticidi organoclorici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620211,Clortione,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620224,TEPP,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620405,Erbicidi fitormonici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620503,Funghicidi organometallici (mercurio,,,,,,
60700001,Carbone,7,SOSTANZE NATURALI,7,FATTORI,,
60700013,Pietre preziose o semipreziose,,,,,,
60700014,Ardesia,7,SOSTANZE NATURALI,7,FATTORI,,
60607001,Coloranti acidi,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607007,Coloranti azoici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607016,Coloranti stilbene,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607021,Coloranti xantenici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607027,Coloranti ossazinici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607033,Coloranti reagenti vinilsulfonati,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60608004,Scarto di pigmenti,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610104,Benzina,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60611199,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614010,Farmaci usati in cardiologia,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614011,Farmaci usati in dermatologia,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614020,Farmaci psicotropici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614021,Vitamine e sali minerali,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60616002,Prodotti fotografici (in bianco e nero),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60618203,Creme per la pelle (incluso creme protettive),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60618299,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620215,EPN,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620217,Malatione,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620505,Funghicidi tioureici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60700017,Perle,7,SOSTANZE NATURALI,7,FATTORI,,
60700018,Madreperla,7,SOSTANZE NATURALI,7,FATTORI,,
60401007,Fumo da saldatura di zinco,,,,,,
60403003,Fumo di fonderia,4,FUMI,7,FATTORI,,
60503001,Vapori o liquidi inorganici,5,VAPORI O LIQUIDI,7,FATTORI,,
60601001,Agenti e ossidanti decoloranti (non cosmetici),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60602107,Pitture,,,,,,
60602299,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60603008,Adesivi,,,,,,
60603009,Scarto di colle,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60604013,Scarto di resine,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605107,Termoplastiche polifluoroetileniche,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605109,Termoplastiche poliossifeniliche modificate,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605205,Plastiche termoindurenti fenoliche (fenoliche con formaldeide),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607005,Coloranti azinici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607019,Coloranti indigoidi,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607023,Coloranti metinici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607025,Coloranti nitrosi,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607032,Coloranti reagenti acriloamminici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607035,Coloranti tiazinici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60609001,Inchiostri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610301,Propellente,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610399,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60611101,Oli da taglio,,,,,,
60611102,Oli da taglio,,,,,,
60611201,Oli e grassi di lubrificazione minerali,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60611299,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60612001,Asfalto,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60612099,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60613006,Detergenti per il lavaggio,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60613007,Scarto di prodotti per la manutenzione,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614002,Anestetici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614008,Antineoplastici e immunosoppressori,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614015,Diuretici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614016,Preparazione immunologica,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60618101,Agenti ossidanti e decoloranti (cosmetici),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60618199,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60618204,Saponi,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620201,Vari acaricidi e nematocidi (bromuro metil-dibromocloropropano),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620204,Insetticidi organotiocianatici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620214,Triclorfon dipterex,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620216,Isopestox,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620219,Paratione,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620403,Erbicidi dai derivati dinitrofenolici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620499,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620502,Funghicidi al ditiocarbammato,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620506,Funghicidi Thiram,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60700007,Mica,7,SOSTANZE NATURALI,7,FATTORI,,
60700016,Resine naturali: balsamo peruviano,7,SOSTANZE NATURALI,7,FATTORI,,
60620222,Schradan,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620501,Funghicidi dai derivati alogenati,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60700011,Baritina,7,SOSTANZE NATURALI,7,FATTORI,,
60700019,Avorio,7,SOSTANZE NATURALI,7,FATTORI,,
60700099,altri,7,SOSTANZE NATURALI,7,FATTORI,,
ND,Ancora da determinare,ND,Ancora da determinare,ND,Ancora da determinare,,
32160042,Virus del nodulo dei mungitori,2,VIRUS,4,AGENTI BIOLOGICI,,
32160104,Variolo virus (maggiore ),2,VIRUS,4,AGENTI BIOLOGICI,,
32160124,Whitepox virus ( Variola virus ),2,VIRUS,4,AGENTI BIOLOGICI,,
32180033,Virus di leucemia umane e cellule T (HTLV),,,,,,
32190022,Virus della stomatite vescicolosa,2,VIRUS,4,AGENTI BIOLOGICI,,
32210099,altro,2,VIRUS,4,AGENTI BIOLOGICI,,
32220133,Virus  Rio Bravo,2,VIRUS,4,AGENTI BIOLOGICI,,
32230023,Agente della sindrome Gerstmann-Straussler-Scheinker,2,VIRUS,4,AGENTI BIOLOGICI,,
32230099,altro,2,VIRUS,4,AGENTI BIOLOGICI,,
33070012,Brugia malayi,3,PARASSITI,4,AGENTI BIOLOGICI,,
33080022,Capillaria spp,3,PARASSITI,4,AGENTI BIOLOGICI,,
33100022,Cryptosporidium parvum,3,PARASSITI,4,AGENTI BIOLOGICI,,
33130012,Dracunculus medinensis,3,PARASSITI,4,AGENTI BIOLOGICI,,
33170099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
33180012,Hymenolepis diminuta,ND,Ancora da determinare,ND,Ancora da determinare,,
33190033,Leishmania ethiopica,ND,Ancora da determinare,ND,Ancora da determinare,,
33240012,Onchocerca volvulus,ND,Ancora da determinare,ND,Ancora da determinare,,
33290042,Schistosoma mansoni,3,PARASSITI,4,AGENTI BIOLOGICI,,
33300012,Strongyloides stercoralis,3,PARASSITI,4,AGENTI BIOLOGICI,,
34050099,altro,4,FUNGHI,4,AGENTI BIOLOGICI,,
34230012,Cladosporium,4,FUNGHI,4,AGENTI BIOLOGICI,,
34270012,Ulocladium,4,FUNGHI,4,AGENTI BIOLOGICI,,
34280099,altro,4,FUNGHI,4,AGENTI BIOLOGICI,,
35010001,Betulla,5,PIANTE,4,AGENTI BIOLOGICI,,
35010005,Lauro,5,PIANTE,4,AGENTI BIOLOGICI,,
35030199,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
35030202,Narciso,5,PIANTE,4,AGENTI BIOLOGICI,,
35030501,Papavero,5,PIANTE,4,AGENTI BIOLOGICI,,
35030701,Aglio,5,PIANTE,4,AGENTI BIOLOGICI,,
35030901,Primula,5,PIANTE,4,AGENTI BIOLOGICI,,
35031001,Felci,5,PIANTE,4,AGENTI BIOLOGICI,,
35031101,Gissofila,,,,,,
36020099,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030106,Olio di cannella,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030203,Terpineolo,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030303,Olio vegetale fenolico,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030306,Guaiacolo,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040107,Coniina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040201,Ammina vegetale tossica,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040404,Curcina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040509,Ipericina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040608,Piretrina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050002,Cocillana,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050004,Gelsomino,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050011,Caapi,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050019,Gomma karaya,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060003,Legno di acero,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060009,Legno di rosa,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060010,Legno di cedro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36070003,Tabacco,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36070004,Caffè grezzo                                                                                        ,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36080004,Agave,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36080005,Cotone di Giava,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36080008,Scarti di fibre vegetali,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36090101,Glucidi,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36090501,Additivi alimentari,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100101,Asparago,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100103,Patata,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100199,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100207,Noce moscata,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
37010101,Larve di coleotteri,7,ANIMALI,,,,
37010304,Vespa,7,ANIMALI,,,,
37010801,Siphonaptera,7,ANIMALI,,,,
37010805,Nosopsyllus fasciatus,7,ANIMALI,,,,
37011003,Astice,7,ANIMALI,,,,
37011203,Boophilus annulatus,7,ANIMALI,,,,
37011204,Dermacentor,7,ANIMALI,,,,
37011206,Hyalomma,7,ANIMALI,,,,
37011399,altro,7,ANIMALI,,,,
37020006,Peli,,,,,,
38000101,Proteine animali,8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
38000501,Sericina,,,,,,
38000901,Lipidi,,,,,,
40400099,Altri movimenti,4,MOVIMENTI DIVERSI,5,FATTORI FISIOLOGICI,,
50200009,Lavoro arretrato,2,ORGANIZZAZIONE DELLE ORE DI LAVORO,6,FATTORI PSICOLOGICI,,
50500002,Lavoro di precisione,5,TIPO (QUALIT·) DEL LAVORO,6,FATTORI PSICOLOGICI,,
50500099,Altro,5,TIPO (QUALIT·) DEL LAVORO,6,FATTORI PSICOLOGICI,,
50700001,Pochi contatti sociali connessi al lavoro,7,CONTATTI SOCIALI,6,FATTORI PSICOLOGICI,,
50700002,Pochi contatti sociali informali,7,CONTATTI SOCIALI,6,FATTORI PSICOLOGICI,,
50900004,Rischio di lesioni corporee,9,RISCHI,6,FATTORI PSICOLOGICI,,
51000005,Esperienze traumatiche dovute a shock,,,,,,
60110102,Clinker,1,POLVERI,7,FATTORI,,
60110205,Leghe di rame (bronzo,,,,,,
60110206,Leghe di arseniato,1,POLVERI,7,FATTORI,,
60110405,Arenaria,1,POLVERI,7,FATTORI,,
60110701,Ceneri,1,POLVERI,7,FATTORI,,
60110799,altri,1,POLVERI,7,FATTORI,,
60120199,altri,1,POLVERI,7,FATTORI,,
60200001,Fibre di amianto,2,FIBRE,7,FATTORI,,
60200002,Fibre di ceramica,2,FIBRE,7,FATTORI,,
60401002,Autogeno,4,FUMI,7,FATTORI,,
60403001,Fumo di cottura,4,FUMI,7,FATTORI,,
60602104,Pitture,,,,,,
60602109,Pitture,,,,,,
60603006,Adesivi,,,,,,
60604003,Resine epossidiche,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60604009,Resine polipropileniche,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60604099,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605105,Termoplastiche con policarbonato,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605203,Plastiche termoindurenti melammininiche con formaldeide,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605204,Plastiche termoindurenti oleogliceroftaliche,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605301,Gomma,,,,,,
60607008,Coloranti basici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607022,Coloranti lattonici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60607031,Coloranti reagenti alogenati eterociclici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60608003,Pigmenti fluorescenti,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60608099,altri,ND,Ancora da determinare,ND,Ancora da determinare,,
60609002,Toner,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60610599,altri,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60613005,Disinfettanti,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614017,Preparazioni usate in oftalmologia,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60614023,Scarto di prodotti farmaceutici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60618201,Profumi e fragranze,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620101,Fertilizzanti fosfatici,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620212,p/102Diclorvos DDVP,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620213,Diazinone,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620221,Fenclorfos ronnel,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620225,Carbofenotion trithion,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620227,Fenitrotion,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60620404,Erbicidi derivati dall'urea,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60700005,Biossido di silicio,7,SOSTANZE NATURALI,7,FATTORI,,
60700006,Silicio fibroso,7,SOSTANZE NATURALI,7,FATTORI,,
12444001,Silicato di metile,3,ALCOLI,,,,
12444002,Silicato di etile,3,ALCOLI,,,,
12446002,Carbammati organici o inorganici sostituiti,3,ALCOLI,,,,
12451003,Metil-p-toluenesolfonato (metiltosilato),3,ALCOLI,,,,
12461002,Acetato di cobalto (it),3,ALCOLI,,,,
12470001,Beta-propiolattone,3,ALCOLI,,,,
12480002,Omega-valerolattame,3,ALCOLI,,,,
12491003,N.N-dimetilformammide (DMF),3,ALCOLI,,,,
12491004,Dimetilammide,3,ALCOLI,,,,
12491005,Acrilammide,3,ALCOLI,,,,
12491008,Benzammide,3,ALCOLI,,,,
12491015,Dimetilacetammide (DMA) (it,3,ALCOLI,,,,
12495099,altro,3,ALCOLI,,,,
12501003,Cloruro di butirile,3,ALCOLI,,,,
12504001,Fluoruri di acile,3,ALCOLI,,,,
12521004,Isobutironitrile,3,ALCOLI,,,,
12521009,Glicolonitrile,3,ALCOLI,,,,
12521010,Cianidrina di acetone,3,ALCOLI,,,,
12521011,Succinonitrile,3,ALCOLI,,,,
12521025,Idrossibenzonitrile e derivati,3,ALCOLI,,,,
12531109,Diisopropilammina (it),3,ALCOLI,,,,
12531112,Esilammina,3,ALCOLI,,,,
12531199,altro,3,ALCOLI,,,,
12531202,Bromuro di tetrabutilammonio,3,ALCOLI,,,,
12531601,Derivati alogenati di ammine alifatiche,3,ALCOLI,,,,
12533109,Fenilenediammina,3,ALCOLI,,,,
12533199,altro,3,ALCOLI,,,,
12533401,Nitroanilina,3,ALCOLI,,,,
12541101,Nitrometano,3,ALCOLI,,,,
12541104,1 - Nitropropano (it),3,ALCOLI,,,,
12543105,Mononitrofenolo,3,ALCOLI,,,,
12543109,Dinitrocresolo dinitroortocresolo,,,,,,
12543118,2-nitronaftalene (De),3,ALCOLI,,,,
12560005,Perossido di butilnidro,3,ALCOLI,,,,
12560009,Idroperossido di isopropilebenzene,3,ALCOLI,,,,
20112002,Ultrasuoni (>20000 Hz),1,VIBRAZIONI,3,AGENTI FISICI                                                                                       ,,
20700005,Illuminazione spesso troppo debole,7,ILLUMINAZIONE,3,AGENTI FISICI                                                                                       ,,
20700007,Sfarfallamento,7,ILLUMINAZIONE,3,AGENTI FISICI                                                                                       ,,
20900001,Campi statici,9,CAMPI ELETTROMAGNETICI,3,AGENTI FISICI                                                                                       ,,
31010013,Brucella abortus,1,BATTERI,4,AGENTI BIOLOGICI,,
31011012,Campylobacter fetus,1,BATTERI,4,AGENTI BIOLOGICI,,
31014099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31022012,Erysipelothrix rhusiopathiae,1,BATTERI,4,AGENTI BIOLOGICI,,
31024099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31027012,Fusobacterium necrophorum,1,BATTERI,4,AGENTI BIOLOGICI,,
31028012,Gardnerella vaginalis (haemophilus vaginalis),1,BATTERI,4,AGENTI BIOLOGICI,,
31028099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31029022,Haemophilus influenzae,1,BATTERI,4,AGENTI BIOLOGICI,,
31031099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31036022,Mycobacterium avium intracellulare,1,BATTERI,4,AGENTI BIOLOGICI,,
31036092,Mycobacterium marinum,1,BATTERI,4,AGENTI BIOLOGICI,,
31036153,Mycobacterium tuberculosis,1,BATTERI,4,AGENTI BIOLOGICI,,
31040012,Pasteurella multocida,1,BATTERI,4,AGENTI BIOLOGICI,,
31040022,Pasteurella spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31042099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31046032,Providencia spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31050012,Rochalimaea quintana,1,BATTERI,4,AGENTI BIOLOGICI,,
31051043,Salmonella typhi,1,BATTERI,4,AGENTI BIOLOGICI,,
31055099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31056099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31057022,Treponema pallidum,1,BATTERI,4,AGENTI BIOLOGICI,,
31058022,Vibrio parahaemolyticus,1,BATTERI,4,AGENTI BIOLOGICI,,
31059012,Yersinia enterocolitica,1,BATTERI,4,AGENTI BIOLOGICI,,
31061000,Caryophanon,1,BATTERI,4,AGENTI BIOLOGICI,,
31069000,Coprococcus,1,BATTERI,4,AGENTI BIOLOGICI,,
31073000,Desulfomonas,1,BATTERI,4,AGENTI BIOLOGICI,,
31082000,Jonesia,1,BATTERI,4,AGENTI BIOLOGICI,,
31085000,Kurthia,1,BATTERI,4,AGENTI BIOLOGICI,,
31086000,Lachnospira,1,BATTERI,4,AGENTI BIOLOGICI,,
31090000,Leminorella,1,BATTERI,4,AGENTI BIOLOGICI,,
31109000,Oceanospirillo,1,BATTERI,4,AGENTI BIOLOGICI,,
31110000,Ochromobacterium,1,BATTERI,4,AGENTI BIOLOGICI,,
